Frame	Umbrella	Group	Atom_Pair	Distance (nm)
23870.00	umbrella31	O32	CL-O32(5459)	0.315
24050.00	umbrella31	O32	CL-O32(5459)	0.282
24060.00	umbrella31	O32	CL-O32(5459)	0.274
24110.00	umbrella31	O32	CL-O32(5459)	0.281
24200.00	umbrella31	O32	CL-O32(5459)	0.308
24220.00	umbrella31	O32	CL-O32(5459)	0.324
24230.00	umbrella31	O32	CL-O32(5459)	0.299
24280.00	umbrella31	O32	CL-O32(5459)	0.292
24470.00	umbrella31	O32	CL-O32(5459)	0.302
24480.00	umbrella31	O32	CL-O32(5459)	0.307
24500.00	umbrella31	O32	CL-O32(5459)	0.298
24520.00	umbrella31	O32	CL-O32(5459)	0.289
24730.00	umbrella31	O32	CL-O32(5183)	0.319
24750.00	umbrella31	O32	CL-O32(5183)	0.319
24790.00	umbrella31	O32	CL-O32(5183)	0.325
24810.00	umbrella31	O32	CL-O32(5183)	0.313
24880.00	umbrella31	O32	CL-O32(7943)	0.303
24940.00	umbrella31	O32	CL-O32(5183)	0.281
24950.00	umbrella31	O32	CL-O32(5459)	0.291
5500.00	umbrella32	O32	CL-O32(5045)	0.291
8620.00	umbrella32	O32	CL-O32(8357)	0.312
12470.00	umbrella32	O32	CL-O32(9599)	0.279
12540.00	umbrella32	O32	CL-O32(9599)	0.297
19900.00	umbrella32	O32	CL-O32(5045)	0.319
24430.00	umbrella34	O32	CL-O32(9599)	0.323
7430.00	umbrella25	O11	CL-O11(6960)	0.327
7450.00	umbrella25	O11	CL-O11(6960)	0.302
7570.00	umbrella25	O11	CL-O11(6960)	0.312
9980.00	umbrella25	O11	CL-O11(6960)	0.326
2250.00	umbrella26	O11	CL-O11(5442)	0.324
2910.00	umbrella26	O11	CL-O11(5166)	0.324
2940.00	umbrella26	O11	CL-O11(5166)	0.325
3010.00	umbrella26	O11	CL-O11(5442)	0.309
3020.00	umbrella26	O11	CL-O11(5442)	0.304
3030.00	umbrella26	O11	CL-O11(5442)	0.324
3040.00	umbrella26	O11	CL-O11(5442)	0.323
3120.00	umbrella26	O11	CL-O11(5166)	0.323
3170.00	umbrella26	O11	CL-O11(5166)	0.314
3560.00	umbrella26	O11	CL-O11(5166)	0.284
3610.00	umbrella26	O11	CL-O11(5166)	0.324
3700.00	umbrella26	O11	CL-O11(5166)	0.298
3910.00	umbrella26	O11	CL-O11(5166)	0.307
4730.00	umbrella26	O11	CL-O11(5166)	0.313
5730.00	umbrella26	O11	CL-O11(5442)	0.310
5970.00	umbrella26	O11	CL-O11(5442)	0.311
6010.00	umbrella26	O11	CL-O11(5442)	0.313
6430.00	umbrella26	O11	CL-O11(5166)	0.324
6440.00	umbrella26	O11	CL-O11(5166)	0.315
6540.00	umbrella26	O11	CL-O11(5166)	0.324
6550.00	umbrella26	O11	CL-O11(5166)	0.299
6600.00	umbrella26	O11	CL-O11(5166)	0.315
6730.00	umbrella26	O11	CL-O11(5166)	0.311
22460.00	umbrella26	O11	CL-O11(6408)	0.322
23910.00	umbrella26	O11	CL-O11(5442)	0.307
23920.00	umbrella26	O11	CL-O11(5442)	0.326
24060.00	umbrella26	O11	CL-O11(6408)	0.294
24090.00	umbrella26	O11	CL-O11(6408)	0.307
2390.00	umbrella27	O11	CL-O11(8478)	0.308
2430.00	umbrella27	O11	CL-O11(8478)	0.318
2950.00	umbrella27	O11	CL-O11(8478)	0.315
3960.00	umbrella27	O11	CL-O11(8478)	0.314
4870.00	umbrella27	O11	CL-O11(8478)	0.301
4880.00	umbrella27	O11	CL-O11(8478)	0.310
9300.00	umbrella27	O11	CL-O11(8478)	0.322
9550.00	umbrella27	O11	CL-O11(8892)	0.316
12620.00	umbrella27	O11	CL-O11(8478)	0.316
12770.00	umbrella27	O11	CL-O11(8478)	0.327
12880.00	umbrella27	O11	CL-O11(8478)	0.286
13050.00	umbrella27	O11	CL-O11(8478)	0.310
16390.00	umbrella27	O11	CL-O11(5856)	0.316
16790.00	umbrella27	O11	CL-O11(8478)	0.317
16800.00	umbrella27	O11	CL-O11(8478)	0.292
17010.00	umbrella27	O11	CL-O11(8478)	0.304
17030.00	umbrella27	O11	CL-O11(8478)	0.290
17040.00	umbrella27	O11	CL-O11(8478)	0.292
17050.00	umbrella27	O11	CL-O11(8478)	0.320
17110.00	umbrella27	O11	CL-O11(8478)	0.326
19890.00	umbrella27	O11	CL-O11(8478)	0.288
19910.00	umbrella27	O11	CL-O11(8478)	0.321
19930.00	umbrella27	O11	CL-O11(8478)	0.306
19940.00	umbrella27	O11	CL-O11(8478)	0.297
20330.00	umbrella27	O11	CL-O11(8478)	0.320
20350.00	umbrella27	O11	CL-O11(8478)	0.317
20370.00	umbrella27	O11	CL-O11(8478)	0.285
20390.00	umbrella27	O11	CL-O11(8478)	0.298
20440.00	umbrella27	O11	CL-O11(8478)	0.306
20470.00	umbrella27	O11	CL-O11(8478)	0.324
20510.00	umbrella27	O11	CL-O11(8478)	0.320
20550.00	umbrella27	O11	CL-O11(8478)	0.313
20630.00	umbrella27	O11	CL-O11(8478)	0.303
20660.00	umbrella27	O11	CL-O11(8478)	0.314
20770.00	umbrella27	O11	CL-O11(8478)	0.313
6650.00	umbrella28	O11	CL-O11(5166)	0.326
6750.00	umbrella28	O11	CL-O11(5166)	0.303
6880.00	umbrella28	O11	CL-O11(5166)	0.326
7850.00	umbrella28	O11	CL-O11(5166)	0.314
11370.00	umbrella28	O11	CL-O11(5028)	0.324
21330.00	umbrella28	O11	CL-O11(5580)	0.309
21340.00	umbrella28	O11	CL-O11(5580)	0.307
21360.00	umbrella28	O11	CL-O11(5580)	0.308
1330.00	umbrella29	O11	CL-O11(6684)	0.321
1720.00	umbrella29	O11	CL-O11(5580)	0.316
2090.00	umbrella29	O11	CL-O11(6684)	0.286
2100.00	umbrella29	O11	CL-O11(5580)	0.315
2130.00	umbrella29	O11	CL-O11(6684)	0.317
2140.00	umbrella29	O11	CL-O11(6684)	0.307
2250.00	umbrella29	O11	CL-O11(5580)	0.324
2280.00	umbrella29	O11	CL-O11(5580)	0.302
2290.00	umbrella29	O11	CL-O11(5580)	0.315
2940.00	umbrella29	O11	CL-O11(6684)	0.325
2960.00	umbrella29	O11	CL-O11(5580)	0.320
3260.00	umbrella29	O11	CL-O11(6684)	0.309
3310.00	umbrella29	O11	CL-O11(6684)	0.316
3340.00	umbrella29	O11	CL-O11(6684)	0.313
3350.00	umbrella29	O11	CL-O11(6684)	0.305
3390.00	umbrella29	O11	CL-O11(6684)	0.313
3410.00	umbrella29	O11	CL-O11(6684)	0.305
3430.00	umbrella29	O11	CL-O11(6684)	0.308
3450.00	umbrella29	O11	CL-O11(6684)	0.298
3460.00	umbrella29	O11	CL-O11(6684)	0.324
3470.00	umbrella29	O11	CL-O11(6684)	0.307
3490.00	umbrella29	O11	CL-O11(6684)	0.315
3560.00	umbrella29	O11	CL-O11(6684)	0.319
9530.00	umbrella29	O11	CL-O11(5028)	0.321
9540.00	umbrella29	O11	CL-O11(5028)	0.327
9590.00	umbrella29	O11	CL-O11(5028)	0.303
10460.00	umbrella29	O11	CL-O11(5028)	0.315
11520.00	umbrella29	O11	CL-O11(5856)	0.315
14950.00	umbrella29	O11	CL-O11(5856)	0.320
15510.00	umbrella29	O11	CL-O11(6960)	0.304
15520.00	umbrella29	O11	CL-O11(6960)	0.302
15610.00	umbrella29	O11	CL-O11(6960)	0.319
15670.00	umbrella29	O11	CL-O11(6960)	0.302
15680.00	umbrella29	O11	CL-O11(6960)	0.294
15920.00	umbrella29	O11	CL-O11(5856)	0.321
17160.00	umbrella29	O11	CL-O11(5856)	0.322
17180.00	umbrella29	O11	CL-O11(5856)	0.324
17220.00	umbrella29	O11	CL-O11(5856)	0.302
17230.00	umbrella29	O11	CL-O11(5856)	0.303
17260.00	umbrella29	O11	CL-O11(5856)	0.289
17490.00	umbrella29	O11	CL-O11(5856)	0.318
17510.00	umbrella29	O11	CL-O11(5856)	0.315
17570.00	umbrella29	O11	CL-O11(5856)	0.304
17580.00	umbrella29	O11	CL-O11(5856)	0.291
17590.00	umbrella29	O11	CL-O11(5856)	0.325
17680.00	umbrella29	O11	CL-O11(5856)	0.298
17690.00	umbrella29	O11	CL-O11(5856)	0.323
17740.00	umbrella29	O11	CL-O11(5856)	0.323
21440.00	umbrella29	O11	CL-O11(6960)	0.290
21460.00	umbrella29	O11	CL-O11(6960)	0.282
21530.00	umbrella29	O11	CL-O11(6960)	0.320
21800.00	umbrella29	O11	CL-O11(6960)	0.317
21850.00	umbrella29	O11	CL-O11(6960)	0.307
21870.00	umbrella29	O11	CL-O11(6960)	0.300
21910.00	umbrella29	O11	CL-O11(6960)	0.299
21920.00	umbrella29	O11	CL-O11(6960)	0.320
21930.00	umbrella29	O11	CL-O11(6960)	0.319
21960.00	umbrella29	O11	CL-O11(6960)	0.319
21970.00	umbrella29	O11	CL-O11(6960)	0.300
22920.00	umbrella29	O11	CL-O11(5856)	0.319
23060.00	umbrella29	O11	CL-O11(5856)	0.318
23200.00	umbrella29	O11	CL-O11(5856)	0.305
23320.00	umbrella29	O11	CL-O11(5856)	0.323
23330.00	umbrella29	O11	CL-O11(5856)	0.327
23340.00	umbrella29	O11	CL-O11(5856)	0.307
23820.00	umbrella29	O11	CL-O11(5856)	0.297
24550.00	umbrella29	O11	CL-O11(5856)	0.310
24860.00	umbrella29	O11	CL-O11(5856)	0.320
23780.00	umbrella30	O11	CL-O11(8202)	0.322
23850.00	umbrella30	O11	CL-O11(8202)	0.314
24370.00	umbrella30	O11	CL-O11(8478)	0.319
24440.00	umbrella30	O11	CL-O11(8202)	0.319
24580.00	umbrella30	O11	CL-O11(8202)	0.313
470.00	umbrella31	O11	CL-O11(7098)	0.314
1440.00	umbrella31	O11	CL-O11(7098)	0.326
2260.00	umbrella31	O11	CL-O11(7098)	0.298
2290.00	umbrella31	O11	CL-O11(7098)	0.310
8690.00	umbrella31	O11	CL-O11(6270)	0.308
8740.00	umbrella31	O11	CL-O11(6270)	0.313
8840.00	umbrella31	O11	CL-O11(6270)	0.301
8880.00	umbrella31	O11	CL-O11(6270)	0.306
8940.00	umbrella31	O11	CL-O11(6270)	0.327
8950.00	umbrella31	O11	CL-O11(6270)	0.322
8960.00	umbrella31	O11	CL-O11(6270)	0.327
8980.00	umbrella31	O11	CL-O11(6270)	0.301
9000.00	umbrella31	O11	CL-O11(6270)	0.314
9010.00	umbrella31	O11	CL-O11(6270)	0.281
9030.00	umbrella31	O11	CL-O11(6270)	0.306
9040.00	umbrella31	O11	CL-O11(6270)	0.326
9050.00	umbrella31	O11	CL-O11(6270)	0.314
9080.00	umbrella31	O11	CL-O11(6270)	0.311
9200.00	umbrella31	O11	CL-O11(6270)	0.308
9230.00	umbrella31	O11	CL-O11(6270)	0.299
9240.00	umbrella31	O11	CL-O11(6270)	0.317
12290.00	umbrella31	O11	CL-O11(6270)	0.292
24380.00	umbrella31	O11	CL-O11(6270)	0.325
5190.00	umbrella32	O11	CL-O11(5442)	0.326
5310.00	umbrella32	O11	CL-O11(5028)	0.278
5320.00	umbrella32	O11	CL-O11(5028)	0.308
5410.00	umbrella32	O11	CL-O11(5442)	0.308
5440.00	umbrella32	O11	CL-O11(5442)	0.291
5570.00	umbrella32	O11	CL-O11(5442)	0.316
5580.00	umbrella32	O11	CL-O11(5442)	0.323
8950.00	umbrella32	O11	CL-O11(8340)	0.325
9180.00	umbrella32	O11	CL-O11(8340)	0.308
11930.00	umbrella32	O11	CL-O11(8202)	0.307
12830.00	umbrella32	O11	CL-O11(9030)	0.306
18510.00	umbrella33	O11	CL-O11(9720)	0.310
18590.00	umbrella33	O11	CL-O11(9720)	0.298
18630.00	umbrella33	O11	CL-O11(9720)	0.310
23690.00	umbrella35	O11	CL-O11(6408)	0.299
10540.00	umbrella25	O12	CL-O12(6959)	0.323
10640.00	umbrella25	O12	CL-O12(6959)	0.294
10740.00	umbrella25	O12	CL-O12(6959)	0.326
3080.00	umbrella26	O12	CL-O12(5441)	0.305
3520.00	umbrella26	O12	CL-O12(5165)	0.315
24070.00	umbrella26	O12	CL-O12(6407)	0.314
24080.00	umbrella26	O12	CL-O12(6407)	0.309
24090.00	umbrella26	O12	CL-O12(6407)	0.320
24770.00	umbrella26	O12	CL-O12(6407)	0.309
2420.00	umbrella27	O12	CL-O12(8477)	0.296
6240.00	umbrella27	O12	CL-O12(8477)	0.307
6250.00	umbrella27	O12	CL-O12(8477)	0.308
6270.00	umbrella27	O12	CL-O12(8477)	0.309
7710.00	umbrella27	O12	CL-O12(8477)	0.322
16260.00	umbrella27	O12	CL-O12(8477)	0.326
18300.00	umbrella27	O12	CL-O12(8477)	0.307
7610.00	umbrella28	O12	CL-O12(5165)	0.326
7660.00	umbrella28	O12	CL-O12(5165)	0.298
10990.00	umbrella28	O12	CL-O12(5165)	0.311
11220.00	umbrella28	O12	CL-O12(5165)	0.296
11290.00	umbrella28	O12	CL-O12(5165)	0.300
11300.00	umbrella28	O12	CL-O12(5165)	0.325
20460.00	umbrella28	O12	CL-O12(5165)	0.318
20530.00	umbrella28	O12	CL-O12(5165)	0.321
23420.00	umbrella28	O12	CL-O12(5165)	0.319
23450.00	umbrella28	O12	CL-O12(5165)	0.297
23480.00	umbrella28	O12	CL-O12(5165)	0.302
23520.00	umbrella28	O12	CL-O12(5165)	0.301
23530.00	umbrella28	O12	CL-O12(5165)	0.321
23550.00	umbrella28	O12	CL-O12(5165)	0.297
23570.00	umbrella28	O12	CL-O12(5165)	0.322
50.00	umbrella29	O12	CL-O12(6683)	0.305
180.00	umbrella29	O12	CL-O12(6683)	0.310
2040.00	umbrella29	O12	CL-O12(6683)	0.326
2050.00	umbrella29	O12	CL-O12(6683)	0.326
4390.00	umbrella29	O12	CL-O12(5579)	0.322
8250.00	umbrella29	O12	CL-O12(5579)	0.307
8310.00	umbrella29	O12	CL-O12(5579)	0.312
8400.00	umbrella29	O12	CL-O12(5579)	0.291
8410.00	umbrella29	O12	CL-O12(5579)	0.276
8460.00	umbrella29	O12	CL-O12(5579)	0.320
8470.00	umbrella29	O12	CL-O12(5579)	0.284
8810.00	umbrella29	O12	CL-O12(5579)	0.327
11390.00	umbrella29	O12	CL-O12(5855)	0.317
11470.00	umbrella29	O12	CL-O12(5855)	0.313
11880.00	umbrella29	O12	CL-O12(5855)	0.321
12550.00	umbrella29	O12	CL-O12(5855)	0.303
12830.00	umbrella29	O12	CL-O12(5855)	0.322
12970.00	umbrella29	O12	CL-O12(5855)	0.316
13890.00	umbrella29	O12	CL-O12(5165)	0.324
14580.00	umbrella29	O12	CL-O12(7097)	0.304
14700.00	umbrella29	O12	CL-O12(5855)	0.320
14990.00	umbrella29	O12	CL-O12(5855)	0.285
15720.00	umbrella29	O12	CL-O12(6959)	0.327
15920.00	umbrella29	O12	CL-O12(5855)	0.309
15940.00	umbrella29	O12	CL-O12(5855)	0.304
18100.00	umbrella29	O12	CL-O12(5855)	0.298
18110.00	umbrella29	O12	CL-O12(5855)	0.302
18160.00	umbrella29	O12	CL-O12(5855)	0.325
19740.00	umbrella29	O12	CL-O12(5855)	0.325
22190.00	umbrella29	O12	CL-O12(8477)	0.317
23080.00	umbrella29	O12	CL-O12(5855)	0.302
23090.00	umbrella29	O12	CL-O12(5855)	0.316
23150.00	umbrella29	O12	CL-O12(5855)	0.308
23190.00	umbrella29	O12	CL-O12(5855)	0.305
23280.00	umbrella29	O12	CL-O12(8477)	0.315
23300.00	umbrella29	O12	CL-O12(8477)	0.301
1460.00	umbrella30	O12	CL-O12(9167)	0.290
21400.00	umbrella30	O12	CL-O12(9167)	0.319
23560.00	umbrella30	O12	CL-O12(8477)	0.304
830.00	umbrella31	O12	CL-O12(9305)	0.309
840.00	umbrella31	O12	CL-O12(9305)	0.317
850.00	umbrella31	O12	CL-O12(9305)	0.282
3220.00	umbrella31	O12	CL-O12(6545)	0.325
3910.00	umbrella31	O12	CL-O12(6545)	0.321
6050.00	umbrella31	O12	CL-O12(6545)	0.324
6140.00	umbrella31	O12	CL-O12(6545)	0.319
6450.00	umbrella31	O12	CL-O12(6545)	0.313
6520.00	umbrella31	O12	CL-O12(6545)	0.312
6770.00	umbrella31	O12	CL-O12(6545)	0.319
6850.00	umbrella31	O12	CL-O12(6545)	0.319
6980.00	umbrella31	O12	CL-O12(6545)	0.312
7070.00	umbrella31	O12	CL-O12(6545)	0.318
7450.00	umbrella31	O12	CL-O12(6545)	0.324
7500.00	umbrella31	O12	CL-O12(6545)	0.327
7510.00	umbrella31	O12	CL-O12(6545)	0.307
7770.00	umbrella31	O12	CL-O12(6545)	0.321
7800.00	umbrella31	O12	CL-O12(6545)	0.315
7840.00	umbrella31	O12	CL-O12(6545)	0.313
8430.00	umbrella31	O12	CL-O12(6545)	0.301
8440.00	umbrella31	O12	CL-O12(6545)	0.308
8470.00	umbrella31	O12	CL-O12(6545)	0.291
8480.00	umbrella31	O12	CL-O12(6545)	0.284
8630.00	umbrella31	O12	CL-O12(5165)	0.300
8830.00	umbrella31	O12	CL-O12(5165)	0.321
15910.00	umbrella31	O12	CL-O12(5441)	0.311
19440.00	umbrella31	O12	CL-O12(5165)	0.300
550.00	umbrella32	O12	CL-O12(6131)	0.325
610.00	umbrella32	O12	CL-O12(6131)	0.314
660.00	umbrella32	O12	CL-O12(6131)	0.302
690.00	umbrella32	O12	CL-O12(6131)	0.313
830.00	umbrella32	O12	CL-O12(6131)	0.288
1020.00	umbrella32	O12	CL-O12(6131)	0.302
1100.00	umbrella32	O12	CL-O12(6131)	0.310
2080.00	umbrella32	O12	CL-O12(6407)	0.320
2110.00	umbrella32	O12	CL-O12(6407)	0.326
2300.00	umbrella32	O12	CL-O12(6407)	0.321
2450.00	umbrella32	O12	CL-O12(6407)	0.321
2750.00	umbrella32	O12	CL-O12(7373)	0.314
2790.00	umbrella32	O12	CL-O12(7373)	0.309
2820.00	umbrella32	O12	CL-O12(6407)	0.302
5260.00	umbrella32	O12	CL-O12(5027)	0.314
7500.00	umbrella32	O12	CL-O12(7511)	0.313
8900.00	umbrella32	O12	CL-O12(8201)	0.317
9770.00	umbrella32	O12	CL-O12(7511)	0.309
13590.00	umbrella32	O12	CL-O12(9029)	0.327
13690.00	umbrella32	O12	CL-O12(8201)	0.315
14720.00	umbrella32	O12	CL-O12(9581)	0.322
15880.00	umbrella32	O12	CL-O12(7787)	0.316
16260.00	umbrella32	O12	CL-O12(7787)	0.316
19600.00	umbrella32	O12	CL-O12(5027)	0.327
20350.00	umbrella32	O12	CL-O12(5027)	0.313
24030.00	umbrella32	O12	CL-O12(6131)	0.320
1760.00	umbrella33	O12	CL-O12(7097)	0.326
1770.00	umbrella33	O12	CL-O12(7097)	0.325
3180.00	umbrella33	O12	CL-O12(8063)	0.301
3270.00	umbrella33	O12	CL-O12(8063)	0.298
3430.00	umbrella33	O12	CL-O12(8063)	0.292
3560.00	umbrella33	O12	CL-O12(8063)	0.298
10930.00	umbrella33	O12	CL-O12(7511)	0.315
11640.00	umbrella33	O12	CL-O12(7511)	0.305
16250.00	umbrella33	O12	CL-O12(9719)	0.315
16260.00	umbrella33	O12	CL-O12(9719)	0.321
17380.00	umbrella33	O12	CL-O12(5993)	0.316
19700.00	umbrella33	O12	CL-O12(8753)	0.327
19720.00	umbrella33	O12	CL-O12(8753)	0.302
21470.00	umbrella33	O12	CL-O12(7235)	0.321
23470.00	umbrella33	O12	CL-O12(9167)	0.314
11870.00	umbrella34	O12	CL-O12(8753)	0.325
11950.00	umbrella34	O12	CL-O12(8753)	0.325
11960.00	umbrella34	O12	CL-O12(8753)	0.316
21470.00	umbrella34	O12	CL-O12(7511)	0.320
21540.00	umbrella34	O12	CL-O12(7511)	0.318
21610.00	umbrella34	O12	CL-O12(7511)	0.312
21840.00	umbrella34	O12	CL-O12(8339)	0.292
21880.00	umbrella34	O12	CL-O12(8339)	0.306
21900.00	umbrella34	O12	CL-O12(8339)	0.310
21940.00	umbrella34	O12	CL-O12(8339)	0.326
21960.00	umbrella34	O12	CL-O12(8339)	0.326
21970.00	umbrella34	O12	CL-O12(8339)	0.307
21990.00	umbrella34	O12	CL-O12(8339)	0.307
22020.00	umbrella34	O12	CL-O12(8339)	0.307
22030.00	umbrella34	O12	CL-O12(8339)	0.292
22040.00	umbrella34	O12	CL-O12(8339)	0.315
22070.00	umbrella34	O12	CL-O12(8339)	0.318
22080.00	umbrella34	O12	CL-O12(8339)	0.280
22100.00	umbrella34	O12	CL-O12(8339)	0.279
22110.00	umbrella34	O12	CL-O12(8339)	0.301
22120.00	umbrella34	O12	CL-O12(8339)	0.322
22140.00	umbrella34	O12	CL-O12(8339)	0.296
22170.00	umbrella34	O12	CL-O12(8339)	0.323
22180.00	umbrella34	O12	CL-O12(8339)	0.315
22200.00	umbrella34	O12	CL-O12(8339)	0.313
22290.00	umbrella34	O12	CL-O12(8339)	0.319
22370.00	umbrella34	O12	CL-O12(8339)	0.310
22530.00	umbrella34	O12	CL-O12(8339)	0.294
22540.00	umbrella34	O12	CL-O12(8339)	0.268
22560.00	umbrella34	O12	CL-O12(8339)	0.327
22790.00	umbrella34	O12	CL-O12(7511)	0.325
24570.00	umbrella34	O12	CL-O12(9029)	0.304
4440.00	umbrella35	O12	CL-O12(8063)	0.327
4580.00	umbrella35	O12	CL-O12(8063)	0.321
7860.00	umbrella35	O12	CL-O12(8753)	0.325
12510.00	umbrella35	O12	CL-O12(8339)	0.314
12520.00	umbrella35	O12	CL-O12(8339)	0.294
12970.00	umbrella35	O12	CL-O12(5993)	0.324
13020.00	umbrella35	O12	CL-O12(5993)	0.308
13260.00	umbrella35	O12	CL-O12(6545)	0.317
17240.00	umbrella35	O12	CL-O12(7235)	0.319
18590.00	umbrella35	O12	CL-O12(7235)	0.292
22840.00	umbrella35	O12	CL-O12(9167)	0.321
9970.00	umbrella36	O12	CL-O12(5993)	0.325
12070.00	umbrella36	O12	CL-O12(5165)	0.319
12080.00	umbrella36	O12	CL-O12(5165)	0.324
17910.00	umbrella36	O12	CL-O12(6407)	0.299
4280.00	umbrella37	O12	CL-O12(7097)	0.321
4620.00	umbrella37	O12	CL-O12(5855)	0.319
5070.00	umbrella37	O12	CL-O12(8891)	0.267
5080.00	umbrella37	O12	CL-O12(8891)	0.322
5090.00	umbrella37	O12	CL-O12(8891)	0.327
5120.00	umbrella37	O12	CL-O12(8891)	0.302
5130.00	umbrella37	O12	CL-O12(8891)	0.320
16980.00	umbrella37	O12	CL-O12(8201)	0.323
17020.00	umbrella37	O12	CL-O12(7373)	0.315
18570.00	umbrella37	O12	CL-O12(7511)	0.325
18580.00	umbrella37	O12	CL-O12(7511)	0.311
19730.00	umbrella37	O12	CL-O12(6131)	0.298
4390.00	umbrella38	O12	CL-O12(7373)	0.315
5380.00	umbrella38	O12	CL-O12(6407)	0.313
12470.00	umbrella38	O12	CL-O12(5993)	0.314
19030.00	umbrella38	O12	CL-O12(5165)	0.313
24470.00	umbrella38	O12	CL-O12(9443)	0.313
940.00	umbrella39	O12	CL-O12(7373)	0.320
2900.00	umbrella26	O13	CL-O13(5163)	0.312
2980.00	umbrella26	O13	CL-O13(5439)	0.293
3010.00	umbrella26	O13	CL-O13(5439)	0.327
3030.00	umbrella26	O13	CL-O13(5439)	0.294
3040.00	umbrella26	O13	CL-O13(5439)	0.316
3080.00	umbrella26	O13	CL-O13(5163)	0.317
3150.00	umbrella26	O13	CL-O13(5163)	0.323
3200.00	umbrella26	O13	CL-O13(5163)	0.322
3460.00	umbrella26	O13	CL-O13(5163)	0.316
3470.00	umbrella26	O13	CL-O13(5163)	0.300
3480.00	umbrella26	O13	CL-O13(5163)	0.312
3570.00	umbrella26	O13	CL-O13(5163)	0.290
5620.00	umbrella26	O13	CL-O13(5439)	0.322
5730.00	umbrella26	O13	CL-O13(5439)	0.326
5740.00	umbrella26	O13	CL-O13(5163)	0.325
5800.00	umbrella26	O13	CL-O13(5439)	0.327
5860.00	umbrella26	O13	CL-O13(5439)	0.291
5980.00	umbrella26	O13	CL-O13(5439)	0.323
6000.00	umbrella26	O13	CL-O13(5439)	0.315
6010.00	umbrella26	O13	CL-O13(5439)	0.325
6070.00	umbrella26	O13	CL-O13(5439)	0.304
7140.00	umbrella26	O13	CL-O13(5439)	0.321
23980.00	umbrella26	O13	CL-O13(6405)	0.327
2420.00	umbrella27	O13	CL-O13(8475)	0.315
20000.00	umbrella28	O13	CL-O13(5163)	0.327
20120.00	umbrella28	O13	CL-O13(5163)	0.317
20190.00	umbrella28	O13	CL-O13(5163)	0.311
20220.00	umbrella28	O13	CL-O13(5163)	0.327
130.00	umbrella29	O13	CL-O13(6681)	0.305
830.00	umbrella29	O13	CL-O13(5163)	0.310
1240.00	umbrella29	O13	CL-O13(5577)	0.319
3310.00	umbrella29	O13	CL-O13(6681)	0.325
3320.00	umbrella29	O13	CL-O13(6681)	0.315
3450.00	umbrella29	O13	CL-O13(6681)	0.314
3510.00	umbrella29	O13	CL-O13(6681)	0.314
3520.00	umbrella29	O13	CL-O13(6681)	0.307
3530.00	umbrella29	O13	CL-O13(6681)	0.319
3560.00	umbrella29	O13	CL-O13(6681)	0.317
7630.00	umbrella29	O13	CL-O13(6681)	0.324
7640.00	umbrella29	O13	CL-O13(6681)	0.307
7650.00	umbrella29	O13	CL-O13(6681)	0.289
9180.00	umbrella29	O13	CL-O13(5025)	0.325
9190.00	umbrella29	O13	CL-O13(5025)	0.321
10420.00	umbrella29	O13	CL-O13(5439)	0.326
11390.00	umbrella29	O13	CL-O13(5853)	0.291
11550.00	umbrella29	O13	CL-O13(5853)	0.278
11570.00	umbrella29	O13	CL-O13(5853)	0.325
11590.00	umbrella29	O13	CL-O13(5853)	0.315
11600.00	umbrella29	O13	CL-O13(5853)	0.311
12140.00	umbrella29	O13	CL-O13(5853)	0.325
12170.00	umbrella29	O13	CL-O13(5853)	0.327
12260.00	umbrella29	O13	CL-O13(5853)	0.327
12280.00	umbrella29	O13	CL-O13(5853)	0.306
12410.00	umbrella29	O13	CL-O13(7095)	0.320
12420.00	umbrella29	O13	CL-O13(5853)	0.288
12420.00	umbrella29	O13	CL-O13(7095)	0.293
12430.00	umbrella29	O13	CL-O13(5853)	0.307
12430.00	umbrella29	O13	CL-O13(7095)	0.323
12450.00	umbrella29	O13	CL-O13(5853)	0.301
12450.00	umbrella29	O13	CL-O13(7095)	0.307
12490.00	umbrella29	O13	CL-O13(7095)	0.323
12500.00	umbrella29	O13	CL-O13(7095)	0.327
12550.00	umbrella29	O13	CL-O13(5853)	0.322
12600.00	umbrella29	O13	CL-O13(5853)	0.305
12600.00	umbrella29	O13	CL-O13(7095)	0.300
12640.00	umbrella29	O13	CL-O13(7095)	0.294
12730.00	umbrella29	O13	CL-O13(7095)	0.299
12810.00	umbrella29	O13	CL-O13(5853)	0.327
13620.00	umbrella29	O13	CL-O13(7095)	0.300
14060.00	umbrella29	O13	CL-O13(7095)	0.305
14080.00	umbrella29	O13	CL-O13(7095)	0.325
14830.00	umbrella29	O13	CL-O13(5853)	0.320
15320.00	umbrella29	O13	CL-O13(5853)	0.313
15330.00	umbrella29	O13	CL-O13(5853)	0.326
15430.00	umbrella29	O13	CL-O13(6957)	0.326
15550.00	umbrella29	O13	CL-O13(6957)	0.306
15560.00	umbrella29	O13	CL-O13(6957)	0.310
15610.00	umbrella29	O13	CL-O13(6957)	0.319
15650.00	umbrella29	O13	CL-O13(6957)	0.279
15660.00	umbrella29	O13	CL-O13(6957)	0.284
15680.00	umbrella29	O13	CL-O13(6957)	0.313
15690.00	umbrella29	O13	CL-O13(6957)	0.306
18750.00	umbrella29	O13	CL-O13(6957)	0.313
21190.00	umbrella29	O13	CL-O13(6957)	0.284
21200.00	umbrella29	O13	CL-O13(6957)	0.317
